lcia,value,lcia_unit,year,method,location,process,unit of functional demand,functional unit,source_file
Human Toxicity Potential (Htpnc),0.6669250058247633,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Ionising Radiation Potential (Irp),0.0258638896386479,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Agricultural Land Occupation (Lop),0.7450009055050049,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Surplus Ore Potential (Sop),0.0315129799533623,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Ozone Depletion Potential (Odpinfinite),3.3741722357141885e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Particulate Matter Formation Potential (Pmfp),0.0008372584386953,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),0.0014496748471629,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.0015161431769989,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Water Consumption Potential (Wcp),0.0039279716576738,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,Bastanasite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBastanasite_BeneficiationCN.csv
Acidification Potential (Ap) No Lt,0.000908945305209,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Global Warming Potential (Gwp100) No Lt,0.2234036337361059,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Ecotoxicity: Freshwater No Lt,0.6394447955550782,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Eutrophication Potential No Lt,0.0003762055218585,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Human Toxicity: Carcinogenic No Lt,1.3742098019571986e-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Human Toxicity: Non-Carcinogenic No Lt,2.3627502798145542e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Ozone Depletion Potential (Odp) No Lt,4.7590028326449665e-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,0.0011259487321212,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Maximum Incremental Reactivity (Mir) No Lt,0.007788995633417,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Acidification Potential (Ap),0.0009164237015903,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Global Warming Potential (Gwp100),0.2234684208848687,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Ecotoxicity: Freshwater,5.586865295242297,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Eutrophication Potential,0.0009381178324106,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Human Toxicity: Carcinogenic,6.089412072288698e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Human Toxicity: Non-Carcinogenic,8.344836554923336e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Ozone Depletion Potential (Odp),4.7590028326449665e-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Particulate Matter Formation Potential (Pmfp),0.0011266774210647,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Maximum Incremental Reactivity (Mir),0.0080499376194599,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Terrestrial Acidification Potential (Tap),0.0007771400389811,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Global Warming Potential (Gwp1000),0.2321447540740057,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Freshwater Ecotoxicity Potential (Fetp),0.0154531920317431,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Marine Ecotoxicity Potential (Metp),0.0204948664621801,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Terrestrial Ecotoxicity Potential (Tetp),3.5276898061603545,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Fossil Fuel Potential (Ffp),0.0389829374012619,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Freshwater Eutrophication Potential (Fep),5.3194810715385496e-05,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Marine Eutrophication Potential (Mep),3.9765671382043056e-05,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Human Toxicity Potential (Htpc),0.0431118572949486,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Human Toxicity Potential (Htpnc),0.3270517115876309,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Ionising Radiation Potential (Irp),0.0090562344039523,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Agricultural Land Occupation (Lop),0.0316996451661672,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Surplus Ore Potential (Sop),0.0191528326095302,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Ozone Depletion Potential (Odpinfinite),2.3288244144632825e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Particulate Matter Formation Potential (Pmfp),0.0002945673483847,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),0.0003233328526275,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.000333798884749,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Water Consumption Potential (Wcp),0.0031569411350561,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_BeneficiationCN.csv
Acidification Potential (Ap) No Lt,1.3509625368158282,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Global Warming Potential (Gwp100) No Lt,3006.377591727094,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Ecotoxicity: Freshwater No Lt,377.4607436616792,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Eutrophication Potential No Lt,0.156939129108161,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Human Toxicity: Carcinogenic No Lt,1.374842835968038e-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Human Toxicity: Non-Carcinogenic No Lt,1.7376930520023144e-05,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Ozone Depletion Potential (Odp) No Lt,6.968461175356269e-05,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,0.1460769952516246,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Maximum Incremental Reactivity (Mir) No Lt,35.80611003504801,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Acidification Potential (Ap),1.3546965785587088,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Global Warming Potential (Gwp100),3006.409821175524,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Ecotoxicity: Freshwater,4260.453154462026,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Eutrophication Potential,0.5567842323823109,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Human Toxicity: Carcinogenic,0.0001735569670397,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Human Toxicity: Non-Carcinogenic,4.054626146628885e-05,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Ozone Depletion Potential (Odp),6.968461175356269e-05,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Particulate Matter Formation Potential (Pmfp),0.1466259363517734,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Maximum Incremental Reactivity (Mir),35.936006575893195,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Terrestrial Acidification Potential (Tap),1.0055975837092832,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Global Warming Potential (Gwp1000),3109.171099647701,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Freshwater Ecotoxicity Potential (Fetp),7.205201827052164,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Marine Ecotoxicity Potential (Metp),14.274213170574702,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Terrestrial Ecotoxicity Potential (Tetp),8765.62465366847,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Fossil Fuel Potential (Ffp),860.5142095768546,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Freshwater Eutrophication Potential (Fep),0.0471038050386866,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Marine Eutrophication Potential (Mep),0.0176165492659743,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Human Toxicity Potential (Htpc),121.6672986495191,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Human Toxicity Potential (Htpnc),132.466757825419,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Ionising Radiation Potential (Irp),6.950535131032721,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Agricultural Land Occupation (Lop),2.378036566218496,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Surplus Ore Potential (Sop),16.278891239788464,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Ozone Depletion Potential (Odpinfinite),0.0001359193684433,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Particulate Matter Formation Potential (Pmfp),0.3791234199542786,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),1.556887635875912,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),1.904231027321257,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Water Consumption Potential (Wcp),1.0374366794393364,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Calcination [allocated to neodymium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_Calcination_[allocated_to_neodymium_oxide]CN.csv
Acidification Potential (Ap) No Lt,0.0002018368543317,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Global Warming Potential (Gwp100) No Lt,0.0108137245642583,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Ecotoxicity: Freshwater No Lt,0.0053263515766191,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Eutrophication Potential No Lt,1.4243423127917577e-05,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Human Toxicity: Carcinogenic No Lt,1.4479213167122218e-11,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Human Toxicity: Non-Carcinogenic No Lt,3.6184073970270426e-10,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Ozone Depletion Potential (Odp) No Lt,1.186129280620454e-10,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,0.0010266990427347,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Maximum Incremental Reactivity (Mir) No Lt,0.0048778627184355,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Acidification Potential (Ap),0.0002021192810109,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Global Warming Potential (Gwp100),0.010816173106578,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Ecotoxicity: Freshwater,0.0834185213580091,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Eutrophication Potential,2.0821730729481816e-05,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Human Toxicity: Carcinogenic,1.6543549856349703e-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Human Toxicity: Non-Carcinogenic,9.736227225067875e-10,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Ozone Depletion Potential (Odp),1.186129280620454e-10,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Particulate Matter Formation Potential (Pmfp),0.0010267151837586,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Maximum Incremental Reactivity (Mir),0.0048877170541301,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Terrestrial Acidification Potential (Tap),0.000139962416029,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Global Warming Potential (Gwp1000),0.0112050372468326,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Freshwater Ecotoxicity Potential (Fetp),0.0002018199683476,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Marine Ecotoxicity Potential (Metp),0.0003048981622987,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Terrestrial Ecotoxicity Potential (Tetp),0.094430184486192,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Fossil Fuel Potential (Ffp),0.0037267003740698,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
