scope,process,process_location,flow,lcia_method,lcia_category,value,unit,database,raw_file
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Human Toxicity: Carcinogenic,5.09e-05,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Ozone Depletion Potential (Odp),7.5e-06,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Maximum Incremental Reactivity (Mir),73.6012005,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Human Toxicity: Non-Carcinogenic,0.000173183,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.86464922,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Agricultural Land Occupation (Lop),13.5167152,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Global Warming Potential (Gwp1000),1072.806708,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Fossil Fuel Potential (Ffp),215.4943083,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Freshwater Ecotoxicity Potential (Fetp),39.73850117,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Freshwater Eutrophication Potential (Fep),0.204550882,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Human Toxicity Potential (Htpc),37.2462825,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Ionising Radiation Potential (Irp),17.31714358,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Marine Ecotoxicity Potential (Metp),50.15782522,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Marine Eutrophication Potential (Mep),0.013235839,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Surplus Ore Potential (Sop),7.54869571,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Agricultural Land Occupation (Lop),13.5167152,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Ozone Depletion Potential (Odpinfinite),0.00022532,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Particulate Matter Formation Potential (Pmfp),1.65923364,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),2.963764755,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Terrestrial Acidification Potential (Tap),3.714225109,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),1380.027297,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Agricultural Land Occupation (Lop),13.5167152,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaAs_wafer,RECIPE,Water Consumption Potential (Wcp),2.789622412,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Acidification Potential (Ap),261.1556241,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Ecotoxicity: Freshwater,914719.6481,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Eutrophication Potential,118.6260317,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Global Warming Potential (Gwp100),53663.56684,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Human Toxicity: Carcinogenic,0.003317011,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Ozone Depletion Potential (Odp),0.001073964,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Maximum Incremental Reactivity (Mir),3768.612359,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Human Toxicity: Non-Carcinogenic,0.01155593,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,TRACI2.1,Particulate Matter Formation Potential (Pmfp),45.74656506,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Agricultural Land Occupation (Lop),724.2414423,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Global Warming Potential (Gwp1000),56608.84709,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Fossil Fuel Potential (Ffp),11636.78071,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Freshwater Ecotoxicity Potential (Fetp),2757.790061,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Freshwater Eutrophication Potential (Fep),14.48594737,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Human Toxicity Potential (Htpc),2405.633956,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Ionising Radiation Potential (Irp),1148.953833,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Marine Ecotoxicity Potential (Metp),3531.430812,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Marine Eutrophication Potential (Mep),1.147806214,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Surplus Ore Potential (Sop),475.4965793,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Agricultural Land Occupation (Lop),724.2414423,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Ozone Depletion Potential (Odpinfinite),0.058012993,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Particulate Matter Formation Potential (Pmfp),87.41609559,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),151.6535723,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Terrestrial Acidification Potential (Tap),196.9867028,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),86335.48524,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Agricultural Land Occupation (Lop),724.2414423,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,CN,GaN_wafer,RECIPE,Water Consumption Potential (Wcp),282.691998,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__CN__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Acidification Potential (Ap),2.693635292,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Ecotoxicity: Freshwater,12634.94668,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Eutrophication Potential,1.163469875,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Global Warming Potential (Gwp100),631.5008975,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Human Toxicity: Carcinogenic,2.8e-05,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Ozone Depletion Potential (Odp),1.59e-05,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Maximum Incremental Reactivity (Mir),29.81289009,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Human Toxicity: Non-Carcinogenic,9.87e-05,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.259031386,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Agricultural Land Occupation (Lop),12.93362339,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Global Warming Potential (Gwp1000),650.5656438,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Fossil Fuel Potential (Ffp),170.8541606,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Freshwater Ecotoxicity Potential (Fetp),38.10408773,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Freshwater Eutrophication Potential (Fep),0.143496531,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Human Toxicity Potential (Htpc),20.85131055,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Ionising Radiation Potential (Irp),52.94551728,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Marine Ecotoxicity Potential (Metp),47.57399212,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Marine Eutrophication Potential (Mep),0.011784756,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Surplus Ore Potential (Sop),8.384460877,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Agricultural Land Occupation (Lop),12.93362339,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Ozone Depletion Potential (Odpinfinite),0.000182482,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Particulate Matter Formation Potential (Pmfp),0.779960842,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),1.207634326,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Terrestrial Acidification Potential (Tap),2.242529674,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),1451.631788,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Agricultural Land Occupation (Lop),12.93362339,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaAs_wafer,RECIPE,Water Consumption Potential (Wcp),2.129139492,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaAs_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Acidification Potential (Ap),152.3555856,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Ecotoxicity: Freshwater,865483.6766,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Eutrophication Potential,94.48826695,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Global Warming Potential (Gwp100),35490.59839,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Human Toxicity: Carcinogenic,0.002229646,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Ozone Depletion Potential (Odp),0.001474325,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Maximum Incremental Reactivity (Mir),1686.946503,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Human Toxicity: Non-Carcinogenic,0.008013375,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,TRACI2.1,Particulate Matter Formation Potential (Pmfp),16.95591397,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,RECIPE,Agricultural Land Occupation (Lop),696.521663,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,RECIPE,Global Warming Potential (Gwp1000),36535.80026,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,RECIPE,Fossil Fuel Potential (Ffp),9514.619104,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,RECIPE,Freshwater Ecotoxicity Potential (Fetp),2680.091181,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,RECIPE,Freshwater Eutrophication Potential (Fep),11.58346595,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
total_life_cycle,Wafer manufacturing,JP,GaN_wafer,RECIPE,Human Toxicity Potential (Htpc),1626.228377,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_total_life_cycle__Wafer_manufacturing__JP__GaN_wafer.csv
